CNPJ_Companhia;Data_Referencia;Versao;ID_Documento;Nome_Companhia;Data_Inicio_Exercicio_Social;Data_Fim_Exercicio_Social;Orgao_Administracao;Quantidade_Total_Membros;Quantidade_Membros_Remunerados;Diluicao_Potencial;Preco_Medio_Ponderado_Opcoes_Em_Aberto;Preco_Medio_Ponderado_Opcoes_Perdidas;Preco_Medio_Ponderado_Opcoes_Exercidas
73.178.600/0001-18;2025-12-31;7;154269;CYRELA BRAZIL REALTY S.A.EMPREEND E PART;2025-01-01;2025-12-31;Conselho Fiscal;0.00;0.00;0.000000;0.00;0.00;0.00
73.178.600/0001-18;2025-12-31;7;154269;CYRELA BRAZIL REALTY S.A.EMPREEND E PART;2024-01-01;2024-12-31;Conselho de Administração;8.58;0.00;0.000000;0.00;0.00;0.00
73.178.600/0001-18;2025-12-31;7;154269;CYRELA BRAZIL REALTY S.A.EMPREEND E PART;2024-01-01;2024-12-31;Diretoria Estatutária;6.00;0.00;0.000000;0.00;0.00;0.00
73.178.600/0001-18;2025-12-31;7;154269;CYRELA BRAZIL REALTY S.A.EMPREEND E PART;2024-01-01;2024-12-31;Conselho Fiscal;3.00;0.00;0.000000;0.00;0.00;0.00
73.178.600/0001-18;2025-12-31;7;154269;CYRELA BRAZIL REALTY S.A.EMPREEND E PART;2023-01-01;2023-12-31;Conselho de Administração;9.00;0.00;0.000000;0.00;0.00;0.00
73.178.600/0001-18;2025-12-31;7;154269;CYRELA BRAZIL REALTY S.A.EMPREEND E PART;2023-01-01;2023-12-31;Diretoria Estatutária;6.00;0.00;0.000000;0.00;0.00;0.00
73.178.600/0001-18;2025-12-31;7;154269;CYRELA BRAZIL REALTY S.A.EMPREEND E PART;2023-01-01;2023-12-31;Conselho Fiscal;6.00;0.00;0.000000;0.00;0.00;0.00
73.178.600/0001-18;2025-12-31;7;154269;CYRELA BRAZIL REALTY S.A.EMPREEND E PART;2022-01-01;2022-12-31;Conselho de Administração;8.00;0.00;0.000000;0.00;0.00;0.00
73.178.600/0001-18;2025-12-31;7;154269;CYRELA BRAZIL REALTY S.A.EMPREEND E PART;2022-01-01;2022-12-31;Diretoria Estatutária;6.00;0.00;0.000000;0.00;0.00;0.00
73.178.600/0001-18;2025-12-31;7;154269;CYRELA BRAZIL REALTY S.A.EMPREEND E PART;2022-01-01;2022-12-31;Conselho Fiscal;3.00;0.00;0.000000;0.00;0.00;0.00
75.315.333/0001-09;2025-12-31;12;153891;ATACADÃO S.A.;2023-01-01;2023-12-31;Conselho de Administração;13.00;3.00;0.000000;0.00;0.00;0.00
75.315.333/0001-09;2025-12-31;12;153891;ATACADÃO S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;4.25;4.25;0.000000;21.98;0.00;0.00
75.315.333/0001-09;2025-12-31;12;153891;ATACADÃO S.A.;2022-01-01;2022-12-31;Conselho de Administração;13.00;3.00;0.000000;0.00;0.00;0.00
75.315.333/0001-09;2025-12-31;12;153891;ATACADÃO S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;4.00;4.00;0.000000;21.98;0.00;0.00
75.609.123/0001-23;2025-12-31;5;154557;UNIDAS LOCAÇÕES E SERVIÇOS S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;2.50;2.50;0.882000;2.52;0.00;0.00
75.609.123/0001-23;2025-12-31;5;154557;UNIDAS LOCAÇÕES E SERVIÇOS S.A.;2023-01-01;2023-12-31;Conselho de Administração;5.00;0.00;0.000000;0.00;0.00;0.00
75.609.123/0001-23;2025-12-31;5;154557;UNIDAS LOCAÇÕES E SERVIÇOS S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;2.00;1.00;1.001000;1.90;0.00;0.00
75.609.123/0001-23;2025-12-31;5;154557;UNIDAS LOCAÇÕES E SERVIÇOS S.A.;2022-01-01;2022-12-31;Conselho de Administração;4.00;0.00;0.000000;0.00;0.00;0.00
75.609.123/0001-23;2025-12-31;5;154557;UNIDAS LOCAÇÕES E SERVIÇOS S.A.;2024-01-01;2024-12-31;Conselho de Administração;5.00;0.00;0.000000;0.00;0.00;0.00
75.609.123/0001-23;2025-12-31;5;154557;UNIDAS LOCAÇÕES E SERVIÇOS S.A.;2024-01-01;2024-12-31;Diretoria Estatutária;4.00;4.00;0.882000;2.73;0.00;0.00
75.609.123/0001-23;2025-12-31;5;154557;UNIDAS LOCAÇÕES E SERVIÇOS S.A.;2025-01-01;2025-12-31;Conselho de Administração;4.00;0.00;0.000000;0.00;0.00;0.00
75.609.123/0001-23;2025-12-31;5;154557;UNIDAS LOCAÇÕES E SERVIÇOS S.A.;2025-01-01;2025-12-31;Diretoria Estatutária;4.00;4.00;0.882000;2.94;0.00;0.00
80.680.093/0001-81;2025-12-31;4;154215;SENIOR SISTEMAS S.A.;2024-01-01;2024-12-31;Conselho de Administração;7.00;7.00;0.000000;0.00;0.00;0.00
80.680.093/0001-81;2025-12-31;4;154215;SENIOR SISTEMAS S.A.;2024-01-01;2024-12-31;Diretoria Estatutária;7.00;7.00;0.000000;0.00;0.00;0.00
80.680.093/0001-81;2025-12-31;4;154215;SENIOR SISTEMAS S.A.;2023-01-01;2023-12-31;Conselho de Administração;7.00;7.00;0.000000;0.00;0.00;0.00
80.680.093/0001-81;2025-12-31;4;154215;SENIOR SISTEMAS S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;7.00;7.00;0.000000;0.00;0.00;0.00
81.243.735/0001-48;2025-12-31;10;154644;POSITIVO TECNOLOGIA S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;4.00;3.00;0.000000;5.55;3.96;5.65
81.243.735/0001-48;2025-12-31;10;154644;POSITIVO TECNOLOGIA S.A.;2022-01-01;2022-12-31;Conselho de Administração;9.00;1.00;0.000000;3.31;0.00;3.31
81.243.735/0001-48;2025-12-31;10;154644;POSITIVO TECNOLOGIA S.A.;2024-01-01;2024-12-31;Conselho de Administração;8.00;0.00;0.000000;0.00;0.00;0.00
81.243.735/0001-48;2025-12-31;10;154644;POSITIVO TECNOLOGIA S.A.;2024-01-01;2024-12-31;Diretoria Estatutária;5.00;2.00;0.000000;9.09;0.00;5.70
81.616.807/0001-55;2025-12-31;2;154362;GRANJA FARIA S.A.;2023-01-01;2023-12-31;Conselho de Administração;5.00;0.00;0.000000;0.00;0.00;0.00
81.616.807/0001-55;2025-12-31;2;154362;GRANJA FARIA S.A.;2022-01-01;2022-12-31;Conselho de Administração;3.00;0.00;0.000000;0.00;0.00;0.00
81.616.807/0001-55;2025-12-31;2;154362;GRANJA FARIA S.A.;2024-01-01;2024-12-31;Conselho de Administração;5.00;0.00;0.000000;0.00;0.00;0.00
81.616.807/0001-55;2025-12-31;2;154362;GRANJA FARIA S.A.;2025-01-01;2025-12-31;Conselho de Administração;4.00;0.00;0.000000;0.00;0.00;0.00
82.120.676/0001-83;2025-12-31;1;148543;ALMEIDA JUNIOR SHOPPING CENTERS S.A.;2023-01-01;2023-12-31;Conselho de Administração;5.00;0.00;0.000000;0.00;0.00;0.00
82.120.676/0001-83;2025-12-31;1;148543;ALMEIDA JUNIOR SHOPPING CENTERS S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;2.00;0.00;0.000000;0.00;0.00;0.00
82.120.676/0001-83;2025-12-31;1;148543;ALMEIDA JUNIOR SHOPPING CENTERS S.A.;2024-01-01;2024-12-31;Conselho de Administração;5.00;0.00;0.000000;0.00;0.00;0.00
82.120.676/0001-83;2025-12-31;1;148543;ALMEIDA JUNIOR SHOPPING CENTERS S.A.;2024-01-01;2024-12-31;Diretoria Estatutária;2.00;0.00;0.000000;0.00;0.00;0.00
82.120.676/0001-83;2025-12-31;1;148543;ALMEIDA JUNIOR SHOPPING CENTERS S.A.;2022-01-01;2022-12-31;Conselho de Administração;5.00;0.00;0.000000;0.00;0.00;0.00
82.120.676/0001-83;2025-12-31;1;148543;ALMEIDA JUNIOR SHOPPING CENTERS S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;2.00;0.00;0.000000;0.00;0.00;0.00
82.120.676/0001-83;2025-12-31;1;148543;ALMEIDA JUNIOR SHOPPING CENTERS S.A.;2025-01-01;2025-12-31;Conselho de Administração;5.00;0.00;0.000000;0.00;0.00;0.00
82.120.676/0001-83;2025-12-31;1;148543;ALMEIDA JUNIOR SHOPPING CENTERS S.A.;2025-01-01;2025-12-31;Diretoria Estatutária;2.00;0.00;0.000000;0.00;0.00;0.00
82.643.537/0001-34;2025-12-31;4;154465;ELECTRO ACO ALTONA S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;3.00;0.00;0.000000;0.00;0.00;0.00
82.643.537/0001-34;2025-12-31;4;154465;ELECTRO ACO ALTONA S.A.;2023-01-01;2023-12-31;Conselho de Administração;5.00;0.00;0.000000;0.00;0.00;0.00
82.643.537/0001-34;2025-12-31;4;154465;ELECTRO ACO ALTONA S.A.;2024-01-01;2024-12-31;Diretoria Estatutária;3.00;0.00;0.000000;0.00;0.00;0.00
82.643.537/0001-34;2025-12-31;4;154465;ELECTRO ACO ALTONA S.A.;2024-01-01;2024-12-31;Conselho de Administração;5.00;0.00;0.000000;0.00;0.00;0.00
82.643.537/0001-34;2025-12-31;4;154465;ELECTRO ACO ALTONA S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;2.00;0.00;0.000000;0.00;0.00;0.00
82.643.537/0001-34;2025-12-31;4;154465;ELECTRO ACO ALTONA S.A.;2022-01-01;2022-12-31;Conselho de Administração;5.00;0.00;0.000000;0.00;0.00;0.00
82.982.075/0001-80;2025-12-31;1;148206;TEXTIL RENAUXVIEW S.A.;2022-01-01;2022-12-31;Conselho de Administração;3.00;0.00;0.000000;0.00;0.00;0.00
82.982.075/0001-80;2025-12-31;1;148206;TEXTIL RENAUXVIEW S.A.;2022-01-01;2022-12-31;Conselho Fiscal;3.00;0.00;0.000000;0.00;0.00;0.00
82.982.075/0001-80;2025-12-31;1;148206;TEXTIL RENAUXVIEW S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;2.00;0.00;0.000000;0.00;0.00;0.00
82.982.075/0001-80;2025-12-31;1;148206;TEXTIL RENAUXVIEW S.A.;2023-01-01;2023-12-31;Conselho de Administração;3.00;0.00;0.000000;0.00;0.00;0.00
82.982.075/0001-80;2025-12-31;1;148206;TEXTIL RENAUXVIEW S.A.;2023-01-01;2023-12-31;Conselho Fiscal;3.00;0.00;0.000000;0.00;0.00;0.00
82.982.075/0001-80;2025-12-31;1;148206;TEXTIL RENAUXVIEW S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;2.00;0.00;0.000000;0.00;0.00;0.00
82.982.075/0001-80;2025-12-31;1;148206;TEXTIL RENAUXVIEW S.A.;2024-01-01;2024-12-31;Conselho de Administração;3.00;0.00;0.000000;0.00;0.00;0.00
82.982.075/0001-80;2025-12-31;1;148206;TEXTIL RENAUXVIEW S.A.;2024-01-01;2024-12-31;Diretoria Estatutária;2.00;0.00;0.000000;0.00;0.00;0.00
82.982.075/0001-80;2025-12-31;1;148206;TEXTIL RENAUXVIEW S.A.;2024-01-01;2024-12-31;Conselho Fiscal;3.00;0.00;0.000000;0.00;0.00;0.00
82.982.075/0001-80;2025-12-31;1;148206;TEXTIL RENAUXVIEW S.A.;2025-01-01;2025-12-31;Conselho de Administração;3.00;0.00;0.000000;0.00;0.00;0.00
82.982.075/0001-80;2025-12-31;1;148206;TEXTIL RENAUXVIEW S.A.;2025-01-01;2025-12-31;Conselho Fiscal;3.00;0.00;0.000000;0.00;0.00;0.00
82.982.075/0001-80;2025-12-31;1;148206;TEXTIL RENAUXVIEW S.A.;2025-01-01;2025-12-31;Diretoria Estatutária;2.00;0.00;0.000000;0.00;0.00;0.00
83.475.913/0001-91;2025-12-31;4;154338;PBG S/A;2023-01-01;2023-12-31;Conselho de Administração;7.00;0.00;0.000000;0.00;0.00;0.00
83.475.913/0001-91;2025-12-31;4;154338;PBG S/A;2023-01-01;2023-12-31;Diretoria Estatutária;3.00;0.00;0.000000;0.00;0.00;0.00
83.475.913/0001-91;2025-12-31;4;154338;PBG S/A;2023-01-01;2023-12-31;Conselho Fiscal;3.00;0.00;0.000000;0.00;0.00;0.00
83.475.913/0001-91;2025-12-31;4;154338;PBG S/A;2024-01-01;2024-12-31;Conselho de Administração;7.00;0.00;0.000000;0.00;0.00;0.00
83.475.913/0001-91;2025-12-31;4;154338;PBG S/A;2024-01-01;2024-12-31;Diretoria Estatutária;3.00;0.00;0.000000;0.00;0.00;0.00
83.475.913/0001-91;2025-12-31;4;154338;PBG S/A;2024-01-01;2024-12-31;Conselho Fiscal;3.00;0.00;0.000000;0.00;0.00;0.00
84.683.374/0001-49;2025-12-31;18;154808;TUPY S.A.;2023-01-01;2023-12-31;Conselho de Administração;9.00;0.00;0.000000;0.00;0.00;0.00
84.683.374/0001-49;2025-12-31;18;154808;TUPY S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;3.75;0.00;0.000000;0.00;0.00;0.00
84.683.374/0001-49;2025-12-31;18;154808;TUPY S.A.;2022-01-01;2022-12-31;Conselho de Administração;9.00;0.00;0.000000;0.00;0.00;0.00
84.683.374/0001-49;2025-12-31;18;154808;TUPY S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;5.00;0.00;0.000000;0.00;0.00;0.00
84.683.374/0001-49;2025-12-31;18;154808;TUPY S.A.;2024-01-01;2024-12-31;Diretoria Estatutária;5.83;0.00;0.000000;0.00;0.00;0.00
85.041.333/0001-11;2025-12-31;1;148423;PORTO PONTA DO FELIX S/A;2024-01-01;2024-12-31;Diretoria Estatutária;3.00;3.00;0.000000;0.00;0.00;0.00
85.041.333/0001-11;2025-12-31;1;148423;PORTO PONTA DO FELIX S/A;2024-01-01;2024-12-31;Conselho de Administração;12.00;6.00;0.000000;0.00;0.00;0.00
86.375.425/0001-09;2025-12-31;4;149853;METISA METALURGICA TIMBOENSE S.A.;2022-01-01;2022-12-31;Conselho de Administração;9.00;0.00;0.000000;0.00;0.00;0.00
86.375.425/0001-09;2025-12-31;4;149853;METISA METALURGICA TIMBOENSE S.A.;2022-01-01;2022-12-31;Conselho Fiscal;5.00;0.00;0.000000;0.00;0.00;0.00
86.375.425/0001-09;2025-12-31;4;149853;METISA METALURGICA TIMBOENSE S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;3.00;0.00;0.000000;0.00;0.00;0.00
86.375.425/0001-09;2025-12-31;4;149853;METISA METALURGICA TIMBOENSE S.A.;2024-01-01;2024-12-31;Conselho de Administração;9.00;0.00;0.000000;0.00;0.00;0.00
86.375.425/0001-09;2025-12-31;4;149853;METISA METALURGICA TIMBOENSE S.A.;2024-01-01;2024-12-31;Diretoria Estatutária;3.00;0.00;0.000000;0.00;0.00;0.00
86.375.425/0001-09;2025-12-31;4;149853;METISA METALURGICA TIMBOENSE S.A.;2024-01-01;2024-12-31;Conselho Fiscal;4.00;0.00;0.000000;0.00;0.00;0.00
86.375.425/0001-09;2025-12-31;4;149853;METISA METALURGICA TIMBOENSE S.A.;2023-01-01;2023-12-31;Conselho de Administração;9.00;0.00;0.000000;0.00;0.00;0.00
86.375.425/0001-09;2025-12-31;4;149853;METISA METALURGICA TIMBOENSE S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;3.00;0.00;0.000000;0.00;0.00;0.00
86.375.425/0001-09;2025-12-31;4;149853;METISA METALURGICA TIMBOENSE S.A.;2023-01-01;2023-12-31;Conselho Fiscal;5.00;0.00;0.000000;0.00;0.00;0.00
86.375.425/0001-09;2025-12-31;4;149853;METISA METALURGICA TIMBOENSE S.A.;2025-01-01;2025-12-31;Conselho de Administração;9.00;0.00;0.000000;0.00;0.00;0.00
86.375.425/0001-09;2025-12-31;4;149853;METISA METALURGICA TIMBOENSE S.A.;2025-01-01;2025-12-31;Diretoria Estatutária;3.00;0.00;0.000000;0.00;0.00;0.00
86.375.425/0001-09;2025-12-31;4;149853;METISA METALURGICA TIMBOENSE S.A.;2025-01-01;2025-12-31;Conselho Fiscal;4.00;0.00;0.000000;0.00;0.00;0.00
88.611.835/0001-29;2025-12-31;11;154625;MARCOPOLO S.A.;2022-01-01;2022-12-31;Conselho de Administração;7.00;0.00;0.000000;0.00;0.00;0.00
88.611.835/0001-29;2025-12-31;11;154625;MARCOPOLO S.A.;2022-01-01;2022-12-31;Conselho Fiscal;3.00;0.00;0.000000;0.00;0.00;0.00
88.611.835/0001-29;2025-12-31;11;154625;MARCOPOLO S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;2.00;2.00;0.000000;2.42;0.00;2.42
88.611.835/0001-29;2025-12-31;11;154625;MARCOPOLO S.A.;2023-01-01;2023-12-31;Conselho de Administração;7.00;0.00;0.000000;0.00;0.00;0.00
88.611.835/0001-29;2025-12-31;11;154625;MARCOPOLO S.A.;2023-01-01;2023-12-31;Conselho Fiscal;3.00;0.00;0.000000;0.00;0.00;0.00
88.611.835/0001-29;2025-12-31;11;154625;MARCOPOLO S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;3.00;3.00;0.000000;2.40;0.00;2.40
88.611.835/0001-29;2025-12-31;11;154625;MARCOPOLO S.A.;2024-01-01;2024-12-31;Conselho Fiscal;3.00;0.00;0.000000;0.00;0.00;0.00
88.611.835/0001-29;2025-12-31;11;154625;MARCOPOLO S.A.;2024-01-01;2024-12-31;Conselho de Administração;7.00;0.00;0.000000;0.00;0.00;0.00
88.611.835/0001-29;2025-12-31;11;154625;MARCOPOLO S.A.;2024-01-01;2024-12-31;Diretoria Estatutária;3.00;3.00;0.000000;5.21;0.00;5.21
88.611.835/0001-29;2025-12-31;11;154625;MARCOPOLO S.A.;2025-01-01;2025-12-31;Diretoria Estatutária;2.00;2.00;0.000000;6.16;0.00;6.16
88.611.835/0001-29;2025-12-31;11;154625;MARCOPOLO S.A.;2025-01-01;2025-12-31;Conselho Fiscal;3.00;0.00;0.000000;0.00;0.00;0.00
88.611.835/0001-29;2025-12-31;11;154625;MARCOPOLO S.A.;2025-01-01;2025-12-31;Conselho de Administração;7.00;0.00;0.000000;0.00;0.00;0.00
89.096.457/0001-55;2025-12-31;8;154197;SLC AGRICOLA S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;4.00;4.00;0.110000;40.27;0.00;0.00
89.096.457/0001-55;2025-12-31;8;154197;SLC AGRICOLA S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;4.00;4.00;0.110000;35.65;0.00;0.00
89.096.457/0001-55;2025-12-31;8;154197;SLC AGRICOLA S.A.;2024-01-01;2024-12-31;Diretoria Estatutária;3.67;3.67;0.081000;15.27;0.00;0.00
89.096.457/0001-55;2025-12-31;8;154197;SLC AGRICOLA S.A.;2025-01-01;2025-12-31;Diretoria Estatutária;4.00;4.00;0.110000;16.80;0.00;0.00
89.850.341/0001-60;2025-12-31;8;154584;GRENDENE S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;3.00;3.00;0.050000;4.68;0.00;4.68
89.850.341/0001-60;2025-12-31;8;154584;GRENDENE S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;3.00;3.00;0.030000;4.50;0.00;4.50
89.850.341/0001-60;2025-12-31;8;154584;GRENDENE S.A.;2024-01-01;2024-12-31;Diretoria Estatutária;3.00;3.00;0.070000;4.50;0.00;4.50
89.850.341/0001-60;2025-12-31;8;154584;GRENDENE S.A.;2025-01-01;2025-12-31;Diretoria Estatutária;3.00;3.00;0.210000;3.90;0.00;4.10
90.400.888/0001-42;2025-12-31;17;154739;BCO SANTANDER (BRASIL) S.A.;2022-01-01;2022-12-31;Conselho de Administração;10.00;5.00;0.000000;0.00;0.00;0.00
90.400.888/0001-42;2025-12-31;17;154739;BCO SANTANDER (BRASIL) S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;50.00;50.00;0.000000;452400.00;93077.00;0.00
90.400.888/0001-42;2025-12-31;17;154739;BCO SANTANDER (BRASIL) S.A.;2023-01-01;2023-12-31;Conselho de Administração;11.00;5.00;0.000000;0.00;0.00;0.00
90.400.888/0001-42;2025-12-31;17;154739;BCO SANTANDER (BRASIL) S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;51.00;50.30;0.000000;267319.00;0.00;0.00
90.400.888/0001-42;2025-12-31;17;154739;BCO SANTANDER (BRASIL) S.A.;2024-01-01;2024-12-31;Conselho de Administração;11.00;7.67;0.000000;1.65;0.00;0.00
90.400.888/0001-42;2025-12-31;17;154739;BCO SANTANDER (BRASIL) S.A.;2024-01-01;2024-12-31;Diretoria Estatutária;58.00;51.75;0.000000;7.36;8.81;0.00
91.983.056/0001-69;2025-12-31;7;153833;KEPLER WEBER S.A.;2024-01-01;2024-12-31;Conselho de Administração;8.00;0.00;0.000000;0.00;0.00;0.00
91.983.056/0001-69;2025-12-31;7;153833;KEPLER WEBER S.A.;2024-01-01;2024-12-31;Conselho Fiscal;3.16;0.00;0.000000;0.00;0.00;0.00
91.983.056/0001-69;2025-12-31;7;153833;KEPLER WEBER S.A.;2024-01-01;2024-12-31;Diretoria Estatutária;3.00;0.00;0.000000;0.00;0.00;0.00
91.983.056/0001-69;2025-12-31;7;153833;KEPLER WEBER S.A.;2023-01-01;2023-12-31;Conselho de Administração;8.00;0.00;0.000000;0.00;0.00;0.00
91.983.056/0001-69;2025-12-31;7;153833;KEPLER WEBER S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;3.75;0.00;0.000000;0.00;0.00;0.00
91.983.056/0001-69;2025-12-31;7;153833;KEPLER WEBER S.A.;2023-01-01;2023-12-31;Conselho Fiscal;3.00;0.00;0.000000;0.00;0.00;0.00
91.983.056/0001-69;2025-12-31;7;153833;KEPLER WEBER S.A.;2022-01-01;2022-12-31;Conselho de Administração;8.00;0.00;0.000000;0.00;0.00;0.00
91.983.056/0001-69;2025-12-31;7;153833;KEPLER WEBER S.A.;2022-01-01;2022-12-31;Conselho Fiscal;3.00;0.00;0.000000;0.00;0.00;0.00
91.983.056/0001-69;2025-12-31;7;153833;KEPLER WEBER S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;3.00;0.00;0.000000;0.00;0.00;0.00
91.983.056/0001-69;2025-12-31;7;153833;KEPLER WEBER S.A.;2025-01-01;2025-12-31;Conselho de Administração;9.00;0.00;0.000000;0.00;0.00;0.00
91.983.056/0001-69;2025-12-31;7;153833;KEPLER WEBER S.A.;2025-01-01;2025-12-31;Diretoria Estatutária;3.00;0.00;0.000000;0.00;0.00;0.00
91.983.056/0001-69;2025-12-31;7;153833;KEPLER WEBER S.A.;2025-01-01;2025-12-31;Conselho Fiscal;3.00;0.00;0.000000;0.00;0.00;0.00
92.012.467/0001-70;2025-12-31;8;154356;GRAZZIOTIN S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;3.00;3.00;12.467000;24120.00;0.00;24120.00
92.012.467/0001-70;2025-12-31;8;154356;GRAZZIOTIN S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;3.00;3.00;19.961000;38728.00;0.00;38728.00
92.012.467/0001-70;2025-12-31;8;154356;GRAZZIOTIN S.A.;2024-01-01;2024-12-31;Diretoria Estatutária;3.00;3.00;23.982000;48314.00;0.00;48314.00
92.665.611/0001-77;2025-12-31;3;151847;DIMED S.A. DISTRIBUIDORA DE MEDICAMENTOS;2022-01-01;2022-12-31;Conselho de Administração;6.00;5.00;0.000000;0.00;0.00;0.00
92.665.611/0001-77;2025-12-31;3;151847;DIMED S.A. DISTRIBUIDORA DE MEDICAMENTOS;2022-01-01;2022-12-31;Diretoria Estatutária;3.00;3.00;0.000000;0.00;0.00;0.00
92.665.611/0001-77;2025-12-31;3;151847;DIMED S.A. DISTRIBUIDORA DE MEDICAMENTOS;2023-01-01;2023-12-31;Conselho de Administração;6.00;5.00;0.000000;0.00;0.00;0.00
92.665.611/0001-77;2025-12-31;3;151847;DIMED S.A. DISTRIBUIDORA DE MEDICAMENTOS;2023-01-01;2023-12-31;Diretoria Estatutária;3.00;3.00;0.000000;0.00;0.00;0.00
92.665.611/0001-77;2025-12-31;3;151847;DIMED S.A. DISTRIBUIDORA DE MEDICAMENTOS;2024-01-01;2024-12-31;Conselho de Administração;6.00;5.00;0.000000;0.00;0.00;0.00
92.665.611/0001-77;2025-12-31;3;151847;DIMED S.A. DISTRIBUIDORA DE MEDICAMENTOS;2024-01-01;2024-12-31;Diretoria Estatutária;3.00;3.00;0.000000;0.00;0.00;0.00
92.693.019/0001-89;2025-12-31;2;154371;PANATLANTICA S.A.;2023-01-01;2023-12-31;Conselho de Administração;3.00;0.00;0.000000;0.00;0.00;0.00
92.693.019/0001-89;2025-12-31;2;154371;PANATLANTICA S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;3.00;0.00;0.000000;0.00;0.00;0.00
92.693.019/0001-89;2025-12-31;2;154371;PANATLANTICA S.A.;2024-01-01;2024-12-31;Conselho de Administração;5.00;0.00;0.000000;0.00;0.00;0.00
92.693.019/0001-89;2025-12-31;2;154371;PANATLANTICA S.A.;2024-01-01;2024-12-31;Diretoria Estatutária;2.00;0.00;0.000000;0.00;0.00;0.00
92.754.738/0001-62;2025-12-31;7;153879;LOJAS RENNER S.A.;2023-01-01;2023-12-31;Conselho de Administração;8.00;1.00;0.020000;32.07;0.00;0.00
92.754.738/0001-62;2025-12-31;7;153879;LOJAS RENNER S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;5.00;5.00;0.240000;26.10;0.00;0.00
92.754.738/0001-62;2025-12-31;7;153879;LOJAS RENNER S.A.;2022-01-01;2022-12-31;Conselho de Administração;8.00;1.00;1.000000;32.07;0.00;16.32
92.754.738/0001-62;2025-12-31;7;153879;LOJAS RENNER S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;5.00;5.00;16.000000;29.89;0.00;16.32
92.754.738/0001-62;2025-12-31;7;153879;LOJAS RENNER S.A.;2024-01-01;2024-12-31;Conselho de Administração;8.00;0.00;0.000000;0.00;0.00;0.00
92.754.738/0001-62;2025-12-31;7;153879;LOJAS RENNER S.A.;2024-01-01;2024-12-31;Diretoria Estatutária;5.75;5.75;0.340000;22.02;27.21;0.00
92.754.738/0001-62;2025-12-31;7;153879;LOJAS RENNER S.A.;2025-01-01;2025-12-31;Conselho de Administração;8.00;0.00;0.000000;0.00;0.00;0.00
92.754.738/0001-62;2025-12-31;7;153879;LOJAS RENNER S.A.;2025-01-01;2025-12-31;Diretoria Estatutária;6.00;6.00;0.430000;17.28;27.21;0.00
92.781.335/0001-02;2025-12-31;2;149248;TAURUS ARMAS S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;3.83;3.83;0.450000;13.41;0.00;0.00
92.781.335/0001-02;2025-12-31;2;149248;TAURUS ARMAS S.A.;2023-01-01;2023-12-31;Conselho de Administração;6.00;0.00;0.000000;0.00;0.00;0.00
92.781.335/0001-02;2025-12-31;2;149248;TAURUS ARMAS S.A.;2022-01-01;2022-12-31;Conselho de Administração;6.00;0.00;0.000000;0.00;0.00;0.00
92.781.335/0001-02;2025-12-31;2;149248;TAURUS ARMAS S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;3.00;3.00;0.000000;13.41;0.00;0.00
92.781.335/0001-02;2025-12-31;2;149248;TAURUS ARMAS S.A.;2024-01-01;2024-12-31;Conselho de Administração;6.00;0.00;0.000000;0.00;0.00;0.00
92.781.335/0001-02;2025-12-31;2;149248;TAURUS ARMAS S.A.;2024-01-01;2024-12-31;Diretoria Estatutária;4.00;0.00;0.000000;0.00;0.00;0.00
92.781.335/0001-02;2025-12-31;2;149248;TAURUS ARMAS S.A.;2025-01-01;2025-12-31;Conselho de Administração;5.25;0.00;0.000000;0.00;0.00;0.00
92.781.335/0001-02;2025-12-31;2;149248;TAURUS ARMAS S.A.;2025-01-01;2025-12-31;Diretoria Estatutária;4.00;0.00;0.000000;0.00;0.00;0.00
